#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_atakora;Atakora;;;;;;;;;;;;;x
b_natitingou;Natitingou;;;;;;;;;;;;;x
b_boukoumbe;Boukoumbe;;;;;;;;;;;;;x
b_kouande;Kouande;;;;;;;;;;;;;x
b_pehonko;Pehonko;;;;;;;;;;;;;x
b_toucountouna;Toucountouna;;;;;;;;;;;;;x
b_kerou;Kerou;;;;;;;;;;;;;x
b_tanguieta;Tanguieta;;;;;;;;;;;;;x
k_hadiya;Hadiya;;;;;;;;;;;;;x
d_kaffa;Kaffa;;;;;;;;;;;;;x
c_gambela;Gambela;;;;;;;;;;;;;x
b_gambela;Gambela;;;;;;;;;;;;;x
c_kaffa;Kaffa;;;;;;;;;;;;;x
b_anderaccha;Anderaccha;;;;;;;;;;;;;x
c_ennarea;Ennarea;;;;;;;;;;;;;x
b_yadare;Yadare;;;;;;;;;;;;;x
b_gowi;Gowi;;;;;;;;;;;;;x
d_hadiya;Hadiya;;;;;;;;;;;;;x
c_janjilo;Janjilo;;;;;;;;;;;;;x
b_janjilo;Janjilo;;;;;;;;;;;;;x
c_welayta;Welayta;;;;;;;;;;;;;x
b_sodo;Sodo;;;;;;;;;;;;;x
c_hadiya;Hadiya;;;;;;;;;;;;;x
b_hadiya;Hadiya;;;;;;;;;;;;;x
d_arsi;Arsi;;;;;;;;;;;;;x
c_arsi;Arsi;;;;;;;;;;;;;x
b_asella;Asella;;;;;;;;;;;;;x
c_sidamo;Sidamo;;;;;;;;;;;;;x
b_irgalem;Irgalem;;;;;;;;;;;;;x
b_awasa;Awasa;;;;;;;;;;;;;x
k_dawaro;Dawaro;;;;;;;;;;;;;x
d_dawaro;Dawaro;;;;;;;;;;;;;x
c_degehabur;Degehabur;;;;;;;;;;;;;x
b_degehabur;Degehabur;;;;;;;;;;;;;x
c_dawaro;Dawaro;;;;;;;;;;;;;x
b_dawaro;Dawaro;;;;;;;;;;;;;x
c_togdheer;Togdheer;;;;;;;;;;;;;x
b_togdheer;Togdheer;;;;;;;;;;;;;x
d_garoowe;Garoowe;;;;;;;;;;;;;x
c_garoowe;Garoowe;;;;;;;;;;;;;x
b_garoowe;Garoowe;;;;;;;;;;;;;x
c_bayla;Bayla;;;;;;;;;;;;;x
b_bayla;Bayla;;;;;;;;;;;;;x
